iter	Passed	Remaining
1500	35721	440252
1501	35745	440225
1502	35765	440159
1503	35787	440112
1504	35809	440069
1505	35833	440043
1506	35854	439984
1507	35875	439927
1508	35896	439869
1509	35918	439817
1510	35939	439760
1511	35959	439694
1512	35978	439618
1513	35999	439553
1514	36019	439484
1515	36042	439453
1516	36062	439384
1517	36083	439321
1518	36106	439286
1519	36125	439214
1520	36147	439160
1521	36166	439081
1522	36186	439013
1523	36206	438949
1524	36227	438884
1525	36245	438791
1526	36265	438729
1527	36287	438684
1528	36309	438640
1529	36330	438581
1530	36350	438508
1531	36371	438451
1532	36392	438398
1533	36415	438366
1534	36436	438310
1535	36458	438262
1536	36479	438207
1537	36500	438151
1538	36520	438074
1539	36541	438020
1540	36560	437946
1541	36580	437872
1542	36603	437838
1543	36622	437765
1544	36642	437694
1545	36663	437633
1546	36695	437717
1547	36717	437662
1548	36739	437621
1549	36759	437561
1550	36777	437467
1551	36799	437423
1552	36820	437365
1553	36851	437425
1554	36872	437376
1555	36895	437338
1556	36927	437419
1557	36946	437340
1558	36966	437263
1559	36987	437212
1560	37008	437151
1561	37029	437103
1562	37050	437043
1563	37071	436982
1564	37091	436922
1565	37113	436872
1566	37135	436833
1567	37154	436757
1568	37175	436696
1569	37196	436649
1570	37217	436593
1571	37239	436544
1572	37259	436479
1573	37281	436429
1574	37303	436386
1575	37324	436339
1576	37346	436298
1577	37368	436248
1578	37390	436211
1579	37409	436132
1580	37432	436099
1581	37452	436032
1582	37474	435984
1583	37498	435964
1584	37530	436040
1585	37578	436295
1586	37612	436395
1587	37632	436334
1588	37655	436292
1589	37675	436232
1590	37694	436156
1591	37714	436090
1592	37736	436042
1593	37757	435986
1594	37777	435924
1595	37798	435865
1596	37817	435794
1597	37839	435746
1598	37860	435686
1599	37877	435596
1600	37898	435542
1601	37919	435478
1602	37941	435441
1603	37961	435371
1604	37983	435334
1605	38005	435290
1606	38028	435251
1607	38046	435173
1608	38071	435156
1609	38091	435089
1610	38111	435034
1611	38132	434976
1612	38154	434934
1613	38177	434898
1614	38198	434845
1615	38220	434810
1616	38245	434794
1617	38267	434752
1618	38288	434704
1619	38311	434672
1620	38330	434598
1621	38352	434549
1622	38373	434499
1623	38394	434442
1624	38414	434375
1625	38436	434338
1626	38456	434274
1627	38478	434230
1628	38498	434169
1629	38520	434127
1630	38540	434062
1631	38563	434024
1632	38586	434001
1633	38607	433949
1634	38631	433928
1635	38652	433876
1636	38673	433822
1637	38695	433776
1638	38716	433725
1639	38744	433753
1640	38764	433680
1641	38787	433649
1642	38807	433595
1643	38830	433559
1644	38850	433497
1645	38872	433454
1646	38893	433402
1647	38917	433376
1648	38937	433319
1649	38960	433284
1650	38985	433280
1651	39008	433253
1652	39031	433220
1653	39055	433194
1654	39079	433179
1655	39102	433151
1656	39127	433143
1657	39149	433103
1658	39172	433074
1659	39196	433055
1660	39229	433128
1661	39251	433086
1662	39275	433066
